book_id,title,ISBN,synopsis,publisher_id,year
205,I Know Why the Caged Bird Sings,9780553279375,"Maya Angelou’s debut memoir is a modern American classic beloved worldwide. Her life story is told in the documentary film And Still I Rise, as seen on PBS’s American Masters.",51,1993
206,The Way of Kings,9780765326355,"From #1 New York Times bestselling author Brandon Sanderson, The Way of Kings, book one of The Stormlight Archive begins an incredible new saga of epic proportion.",33,2010
207,Confessions,9780192833723,"Augustine's Confessions is one of the most influential and most innovative works of Latin literature. Written in the author's early forties in the last years of the fourth century A.D. and during his first years as a bishop, they reflect on his life and on the activity of remembering and interpreting a life. Books I-IV are concerned with infancy and learning to talk, schooldays, sexual desire and adolescent rebellion, intense friendships and intellectual exploration. Augustine evolves and analyses his past with all the resources of the reading which shaped his mind: Virgil and Cicero, Neoplatonism and the Bible. This volume, which aims to be usable by students who are new to Augustine, alerts readers to the verbal echoes and allusions of Augustine's brilliant and varied Latin, and explains his theological and philosophical questioning of what God is and what it is to be human. The edition is intended for use by students and scholars of Latin literature, theology and Church history.",122,1998
208,Fifty Shades Freed,9780345803504,"When unworldly student Anastasia Steele first encountered the driven and dazzling young entrepreneur Christian Grey it sparked a sensual affair that changed both of their lives irrevocably. Shocked, intrigued, and, ultimately, repelled by Christian’s singular erotic tastes, Ana demands a deeper commitment. Determined to keep her, Christian agrees.",123,2013
209,The Guns of August,,"The Proud Tower, the Pulitzer Prize–winning The Guns of August, and The Zimmerman Telegram comprise Barbara W. Tuchman’s classic histories of the First World War era",10,2009
210,Mockingjay,9780439023511,My name is Katniss Everdeen.,72,2010
211,"Titan: The Life of John D. Rockefeller, Sr.",9781400077304,"John D. Rockefeller, Sr.--history's first billionaire and the patriarch of America's most famous dynasty--is an icon whose true nature has eluded three generations of historians. Now Ron Chernow, the National Book Award-winning biographer of the Morgan and Warburg banking families, gives us a history of the mogul ""etched with uncommon objectivity and literary grace . . . as detailed, balanced, and psychologically insightful a portrait of the tycoon as we may ever have"" (Kirkus Reviews). Titan is the first full-length biography based on unrestricted access to Rockefeller's exceptionally rich trove of papers. A landmark publication full of startling revelations, the book will indelibly alter our image of this most enigmatic capitalist.",13,2004
212,Dreams from My Father: A Story of Race and Inheritance,9781921351433,"In this lyrical, unsentimental, and compelling memoir, the son of a black African father and a white American mother searches for a workable meaning to his life as a black American. It begins in New York, where Barack Obama learns that his father—a figure he knows more as a myth than as a man—has been killed in a car accident. This sudden death inspires an emotional odyssey—first to a small town in Kansas, from which he retraces the migration of his mother’s family to Hawaii, and then to Kenya, where he meets the African side of his family, confronts the bitter truth of his father’s life, and at last reconciles his divided inheritance.",124,2004
213,Into the Wild,9780385486804,Librarian's Note: An alternate cover edition can be found here,26,1997
214,The Summer I Turned Pretty,9781416968238,"Belly measures her life in summers. Everything good, everything magical happens between the months of June and August. Winters are simply a time to count the weeks until the next summer, a place away from the beach house, away from Susannah, and most importantly, away from Jeremiah and Conrad. They are the boys that Belly has known since her very first summer—they have been her brother figures, her crushes, and everything in between. But one summer, one terrible and wonderful summer, the more everything changes, the more it all ends up just the way it should have been all along.",125,2009
215,A Short History of Nearly Everything,9780767908184,"Bill Bryson describes himself as a reluctant traveller, but even when he stays safely at home he can't contain his curiosity about the world around him. ""A Short History of Nearly Everything"" is his quest to understand everything that has happened from the Big Bang to the rise of civilisation - how we got from there, being nothing at all, to here, being us. The ultimate eye-opening journey through time and space, revealing the world in a way most of us have never seen it before.",31,2004
216,Beautiful Disaster,,"The new Abby Abernathy is a good girl. She doesn’t drink or swear, and she has the appropriate number of cardigans in her wardrobe. Abby believes she has enough distance from the darkness of her past, but when she arrives at college with her best friend, her path to a new beginning is quickly challenged by Eastern University's Walking One-Night Stand.",126,2011
217,The Notebook,,"Set amid the austere beauty of the North Carolina coast begins the story of Noah Calhoun, a rural Southerner recently returned from the Second World War. Noah is restoring a plantation home to its former glory, and he is haunted by images of the beautiful girl he met fourteen years earlier, a girl he loved like no other. Unable to find her, yet unwilling to forget the summer they spent together, Noah is content to live with only memories...until she unexpectedly returns to his town to see him once again.",7,2016
218,Happy Place,9780593441275,"Harriet and Wyn have been the perfect couple since they met in college—they go together like salt and pepper, honey and tea, lobster and rolls. Except, now—for reasons they’re still not discussing—they don’t.",23,2023
219,The Upanishads,,"The Upanishads, the earliest of which were composed in Sanskrit between 800 and 400 bce by sages and poets, form part of the Vedas - the sacred and ancient scriptures that are the basis of the Hindu religion. Each Upanishad, or lesson, takes up a theme ranging from the attainment of spiritual bliss to karma and rebirth, and collectively they are meditations on life, death and immortality. The essence of their teachings is that truth can by reached by faith rather than by thought, and that the spirit of God is within each of us - we need not fear death as we carry within us the promise of eternal life.",14,1965
220,Tuesdays with Morrie,,"Maybe it was a grandparent, or a teacher or a colleague. Someone older, patient and wise, who understood you when you were young and searching, and gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago.",127,2000
221,The Gnostic Gospels,9780679724537,"The Gnostic Gospels is a landmark study of the long-buried roots of Christianity, a work of luminous scholarship and wide popular appeal. First published in 1979 to critical acclaim, winning the National Book Award and the National Book Critics Circle Award, The Gnostic Gospels has continued to grow in reputation and influence over the past two decades. It is now widely recognized as one of the most brilliant and accessible histories of early Christian spirituality published in our time.",13,1989
222,Twilight,9780316015844,About three things I was absolutely positive.,46,2006
223,The Bride Test,9780451490827,"Khai Diep has no feelings. Well, he feels irritation when people move his things or contentment when ledgers balance down to the penny, but not big, important emotions—like grief. And love. He thinks he’s defective. His family knows better—that his autism means he just processes emotions differently. When he steadfastly avoids relationships, his mother takes matters into her own hands and returns to Vietnam to find him the perfect bride.",23,2019
224,The 48 Laws of Power,9780140280197,"Amoral, cunning, ruthless, and instructive, this multi-million-copy New York Times bestseller is the definitive manual for anyone interested in gaining, observing, or defending against ultimate control – from the author of The Laws of Human Nature.",32,2000
225,When Breath Becomes Air,,"For readers of Atul Gawande, Andrew Solomon, and Anne Lamott, a profoundly moving, exquisitely observed memoir by a young neurosurgeon faced with a terminal cancer diagnosis who attempts to answer the question 'What makes a life worth living?'",10,2016
226,Outlander,9780440242949,"The year is 1945. Claire Randall, a former combat nurse, is just back from the war and reunited with her husband on a second honeymoon when she walks through a standing stone in one of the ancient circles that dot the British Isles. Suddenly she is a Sassenach—an “outlander”—in a Scotland torn by war and raiding border clans in the year of Our Lord...1743.",128,2005
227,The Lucifer Effect: Understanding How Good People Turn Evil,9781400064113,The definitive firsthand account of the groundbreaking research of Philip Zimbardo—the basis for the award-winning film The Stanford Prison Experiment,10,2007
228,"No God but God: The Origins, Evolution and Future of Islam",,"A fascinating, accessible introduction to Islam from the author of the #1 New York Times bestseller Zealot",10,2011
229,The Divine Comedy,9780679433132,"This Everyman’s Library edition–containing in one volume all three cantos, Inferno, Purgatorio, and Paradiso–includes an introduction by Nobel Prize—winning poet Eugenio Montale, a chronology, notes, and a bibliography. Also included are forty-two drawings selected from Botticelli’s marvelous late-fifteenth-century series of illustrations.",129,1995
230,The Return of the King,,Begin your journey into Middle-earth.,104,2022
231,A Game of Thrones,9780553588484,"Long ago, in a time forgotten, a preternatural event threw the seasons out of balance. In a land where summers can last decades and winters a lifetime, trouble is brewing. The cold is returning, and in the frozen wastes to the north of Winterfell, sinister forces are massing beyond the kingdom’s protective Wall. To the south, the king’s powers are failing—his most trusted adviser dead under mysterious circumstances and his enemies emerging from the shadows of the throne. At the center of the conflict lie the Starks of Winterfell, a family as harsh and unyielding as the frozen land they were born to. Now Lord Eddard Stark is reluctantly summoned to serve as the king’s new Hand, an appointment that threatens to sunder not only his family but the kingdom itself.",30,2005
232,Bossypants,,"Before Liz Lemon, before ""Weekend Update,"" before ""Sarah Palin,"" Tina Fey was just a young girl with a dream: a recurring stress dream that she was being chased through a local airport by her middle-school gym teacher. She also had a dream that one day she would be a comedian on TV.",130,2011
233,The Martian,9780804139021,"Six days ago, astronaut Mark Watney became one of the first people to walk on Mars.",9,2014
234,Snow Crash,,"In reality, Hiro Protagonist delivers pizza for Uncle Enzo's CosoNostra Pizza Inc., but in the Metaverse he's a warrior prince. Plunging headlong into the enigma of a new computer virus that's striking down hackers everywhere, he races along the neon-lit streets on a search-and-destroy mission for the shadowy virtual villain threatening to bring about infocalypse. Snow Crash is a mind-altering romp through a future America so bizarre, so outrageous… you'll recognize it immediately.",50,2018
235,The Histories,9780140449082,"David Grene, one of the best known translators of the Greek classics, splendidly captures the peculiar quality of Herodotus, the father of history.",32,2003
236,The God Delusion,9780618680009,"A preeminent scientist - and the world's most prominent atheist - asserts the irrationality of belief in God, and the grievous harm religion has inflicted on society, from the Crusades to 9/11.",131,2006
237,Shadow and Bone,,▶ Alternative Cover Edition #1,19,2012
238,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,,Alternate cover edition of ISBN 9780062457738,83,2016
239,Dark Matter,9781101904220,"A mindbending, relentlessly surprising thriller from the author of the bestselling Wayward Pines trilogy.",9,2016
240,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",9780670785933,A pioneering researcher transforms our understanding of trauma and offers a bold new paradigm for healing.,17,2014
241,The Selection,9780062059932,"For thirty-five girls, the Selection is the chance of a lifetime. The opportunity to escape the life laid out for them since birth. To be swept up in a world of glittering gowns and priceless jewels. To live in a palace and compete for the heart of gorgeous Prince Maxon.",6,2012
242,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,9780062415837,You can't spell truth without Ruth.,132,2015
243,Brave New World,9780060929879,"Aldous Huxley's profoundly important classic of world literature, Brave New World is a searching vision of an unequal, technologically-advanced future where humans are genetically bred, socially indoctrinated, and pharmaceutically anesthetized to passively uphold an authoritarian ruling order–all at the cost of our freedom, full humanity, and perhaps also our souls. “A genius [who] who spent his life decrying the onward march of the Machine” (The New Yorker), Huxley was a man of incomparable talents: equally an artist, a spiritual seeker, and one of history’s keenest observers of human nature and civilization. Brave New World, his masterpiece, has enthralled and terrified millions of readers, and retains its urgent relevance to this day as both a warning to be heeded as we head into tomorrow and as thought-provoking, satisfying work of literature. Written in the shadow of the rise of fascism during the 1930s, d likewise speaks to a 21st-century world dominated by mass-entertainment, technology, medicine and pharmaceuticals, the arts of persuasion, and the hidden influence of elites.",133,1998
244,Fifty Shades of Grey,9781612130293,"When literature student Anastasia Steele goes to interview young entrepreneur Christian Grey, she encounters a man who is beautiful, brilliant, and intimidating. The unworldly, innocent Ana is startled to realize she wants this man and, despite his enigmatic reserve, finds she is desperate to get close to him. Unable to resist Ana’s quiet beauty, wit, and independent spirit, Grey admits he wants her, too—but on his own terms.",13,2011
245,Sapiens: A Brief History of Humankind,,"From a renowned historian comes a groundbreaking narrative of humanity’s creation and evolution—a #1 international bestseller—that explores the ways in which biology and history have defined us and enhanced our understanding of what it means to be “human.” One hundred thousand years ago, at least six different species of humans inhabited Earth. Yet today there is only one—homo sapiens. What happened to the others? And what may happen to us? Most books about the history of humanity pursue either a historical or a biological approach, but Dr. Yuval Noah Harari breaks the mold with this highly original book that begins about 70,000 years ago with the appearance of modern cognition. From examining the role evolving humans have played in the global ecosystem to charting the rise of empires, Sapiens integrates history and science to reconsider accepted narratives, connect past developments with contemporary concerns, and examine specific events within the context of larger ideas. Dr. Harari also compels us to look ahead, because over the last few decades humans have begun to bend laws of natural selection that have governed life for the past four billion years. We are acquiring the ability to design not only the world around us, but also ourselves. Where is this leading us, and what do we want to become? Featuring 27 photographs, 6 maps, and 25 illustrations/diagrams, this provocative and insightful work is sure to spark debate and is essential reading for aficionados of Jared Diamond, James Gleick, Matt Ridley, Robert Wright, and Sharon Moalem.",13,2015
246,To All the Boys I've Loved Before,,"To All the Boys I’ve Loved Before is the story of Lara Jean, who has never openly admitted her crushes, but instead wrote each boy a letter about how she felt, sealed it, and hid it in a box under her bed.",125,2014
247,Breaking Dawn,9780316067928,"""Don't be afraid,"" I murmured. ""We belong together.""",46,2008
248,The Lies of Locke Lamora,,"An orphan’s life is harsh—and often short—in the mysterious island city of Camorr. But young Locke Lamora dodges death and slavery, becoming a thief under the tutelage of a gifted con artist. As leader of the band of light-fingered brothers known as the Gentleman Bastards, Locke is soon infamous, fooling even the underworld’s most feared ruler. But in the shadows lurks someone still more ambitious and deadly. Faced with a bloody coup that threatens to destroy everyone and everything that holds meaning in his mercenary life, Locke vows to beat the enemy at his own brutal game—or die trying.",50,2016
249,A Storm of Swords,9780553573428,An alternate cover for this ISBN can be found here,30,2003
250,The Two Towers,,Begin your journey into Middle-earth.,104,2022
251,Speaker for the Dead,9780812550757,"Now available in mass market, the revised, definitive edition of the Hugo and Nebula Award-winning classic. In this second book in the saga set 3,000 years after the terrible war, Ender Wiggin is reviled by history as the Xenocide--the destroyer of the alien Buggers. Now, Ender tells the true story of the war and seeks to stop history from repeating itself. ...",33,1994
252,Orthodoxy,9781600965272,"This book is meant to be a companion to ""Heretics,"" and to put the positive side in addition to the negative. Many critics complained of the book because it merely criticised current philosophies without offering any alternative philosophy. This book is an attempt to answer the challenge. It is the purpose of the writer to attempt an explanation, not of whether the Christian Faith can be believed, but of how he personally has come to believe it. The book is therefore arranged upon the positive principle of a riddle and its answer. It deals first with all the writer's own solitary and sincere speculations and then with the startling style in which they were all suddenly satisfied by the Christian Theology. The writer regards it as amounting to a convincing creed. But if it is not that it is at least a repeated and surprising coincidence.",134,2007
253,Angela's Ashes,9780007205233,Imbued on every page with Frank McCourt's astounding humor and compassion. This is a glorious book that bears all the marks of a classic.,48,2005
254,The Night Circus,9780385534635,"The circus arrives without warning. No announcements precede it. It is simply there, when yesterday it was not. Within the black-and-white striped canvas tents is an utterly unique experience full of breathtaking amazements. It is called Le Cirque des Rêves, and it is only open at night.",73,2011
255,A History of Christianity: The First Three Thousand Years,9780713998696,"The author of The Reformation returns with the definitive history of Christianity for our time. Once in a generation a historian will redefine his field, producing a book that demands to be read--a product of electrifying scholarship conveyed with commanding skill. Diarmaid MacCulloch's Christianity is such a book. Ambitious, it ranges back to the origins of the Hebrew Bible and covers the world, following the three main strands of the Christian faith.",17,2009
256,The Song of Achilles,,Alternate cover edition of ISBN 9780062060624.,135,2012
257,The Giver,9780385732550,"At the age of twelve, Jonas, a young boy from a seemingly utopian, futuristic world, is singled out to receive special training from The Giver, who alone holds the memories of the true joys and pain of life.",136,2006
258,2001: A Space Odyssey,,"On the Moon, an enigma is uncovered.",137,2000
259,History of the Peloponnesian War,9780140440393,"Written four hundred years before the birth of Christ, this detailed contemporary account of the long life-and-death struggle between Athens and Sparta stands an excellent chance of fulfilling its author's ambitious claim. Thucydides himself (c.460-400 BC) was an Athenian and achieved the rank of general in the earlier stages of the war. He applied thereafter a passion for accuracy and a contempt for myth and romance in compiling this factual record of a disastrous conflict.",32,1972
260,Jane Eyre,9780142437209,Alternate editions can be found here and here.,14,2003
261,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,,"In his most extraordinary book, Oliver Sacks recounts the stories of patients lost in the bizarre, apparently inescapable world of neurological disorders. These are case studies of people who have lost their memories and with them the greater part of their pasts; who are no longer able to recognize people or common objects; whose limbs have become alien; who are afflicted and yet are gifted with uncanny artistic or mathematical talents. In Dr Sacks' splendid and sympathetic telling, each tale is a unique and deeply human study of life struggling against incredible adversity.",138,1998
262,The Ocean at the End of the Lane,9780062255662,"A middle-aged man returns to his childhood home to attend a funeral. Although the house he lived in is long gone, he is drawn to the farm at the end of the road, where, when he was seven, he encountered a most remarkable girl, Lettie Hempstock, and her mother and grandmother. He hasn't thought of Lettie in decades, and yet as he sits by the pond (a pond that she'd claimed was an ocean) behind the ramshackle old farmhouse, the unremembered past comes flooding back. And it is a past too strange, too frightening, too dangerous to have happened to anyone, let alone a small boy.",104,2014
263,The World's Religions,9780062508119,"Originally titled The Religions of Man, this completely revised and updated edition of Smith′s masterpiece, now with an engaging new foreword, explores the essential elements and teachings of the world′s predominant faiths, including:",64,1991
264,A Promised Land,,"A riveting, deeply personal account of history in the making, from the president who inspired us to believe in the power of democracy.",31,2020
265,The Hunger Games,9780439023481,"Could you survive on your own in the wild, with every one out to make sure you don't live to see the morning?",72,2008
266,The Time Traveler's Wife,9781939126016,"This is the extraordinary love story of Clare and Henry, who met when Clare was six and Henry was thirty-six, and were married when Clare was twenty-two and Henry was thirty. Impossible but true, because Henry suffers from a rare condition where his genetic clock periodically resets and he finds himself pulled suddenly into his past or future. In the face of this force they can neither prevent nor control, Henry and Clare's struggle to lead normal lives is both intensely moving and entirely unforgettable.",139,2013
267,The Dhammapada,9780938077879,"The Dhammapada (Pāli; Prakrit: धम्मपद Dhammapada; Sanskrit: धर्मपद Dharmapada) is a collection of sayings of the Buddha in verse form and one of the most widely read and best known Buddhist scriptures. The original version of the Dhammapada is in the Khuddaka Nikaya, a division of the Pali Canon of Theravada Buddhism.",140,2001
268,Me Before You,,A newer edition of ISBN 978-0143124542 can be found here.,32,2013
269,How to Win Friends and Influence People,,You can go after the job you want...and get it! You can take the job you have...and improve it! You can take any situation you're in...and make it work for you!,80,1998
270,The Autobiography of Benjamin Franklin,9780743255066,"Written initially to guide his son, Benjamin Franklin’s autobiography is a lively, spellbinding account of his unique and eventful life, now a classic of world literature that is sure to inspire and delight readers everywhere.",138,2004
271,The Left Hand of Darkness,,"A groundbreaking work of science fiction, The Left Hand of Darkness tells the story of a lone human emissary to Winter, an alien world whose inhabitants spend most of their time without a gender. His goal is to facilitate Winter's inclusion in a growing intergalactic civilization. But to do so he must bridge the gulf between his own views and those of the completely dissimilar culture that he encounters.",39,2000
272,The Art of Loving,9780061129735,"The fiftieth Anniversary Edition of the groundbreaking international bestseller that has shown millions of readers how to achieve rich, productive lives by developing their hidden capacities for love",141,2006
273,Why We Sleep: Unlocking the Power of Sleep and Dreams,,Alternate cover edition of ISBN 9781501144318.,90,2017
274,Born a Crime: Stories From a South African Childhood,,"The memoir of one man’s coming-of-age, set during the twilight of apartheid and the tumultuous days of freedom that followed.",142,2016
275,Silk Roads,9781408839973,"From the Middle East and its political instability to China and its economic rise, the vast region stretching eastward from the Balkans across the steppe and South Asia has been thrust into the global spotlight in recent years. Frankopan teaches us that to understand what is at stake for the cities and nations built on these intricate trade routes, we must first understand their astounding pasts.",143,2015
276,The Deal,9781775293934,"New York Times bestseller and TikTok sensation Elle Kennedy brings you the first in the sexy Off-Campus series that everyone is talking about. She's about to make a deal with the college bad boy... Hannah Wells has finally found someone who turns her on. But while she might be confident in every other area of her life, she's carting around a full set of baggage when it comes to sex and seduction. If she wants to get her crush's attention, she'll have to step out of her comfort zone and make him take notice...even if it means tutoring the annoying, childish, cocky captain of the hockey team in exchange for a pretend date. ...and it's going to be oh so good All Garrett Graham has ever wanted is to play professional hockey after graduation, but his plummeting GPA is threatening everything he's worked so hard for. If helping a sarcastic brunette make another guy jealous will help him secure his position on the team, he's all for it. But when one unexpected kiss leads to the wildest sex of both their lives, it doesn't take long for Garrett to realize that pretend isn't going to cut it. Now he just has to convince Hannah that the man she wants looks a lot like him.",144,2015
277,The Fellowship of the Ring,,"One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them.",104,2022
278,The Lightning Thief,,Alternate cover for this ISBN can be found here,145,2006
279,Siege and Storm,,▶ Alternative Cover Edition #1,146,2013
280,Assassin's Apprentice,9780553573398,"In a faraway land where members of the royal family are named for the virtues they embody, one young boy will become a walking enigma.",147,1996
281,The Time Machine,,“I’ve had a most amazing time....”,148,2002
282,Influence: The Psychology of Persuasion,9780061241895,"Influence, the classic book on persuasion, explains the psychology of why people say ""yes""—and how to apply these understandings. Dr. Robert Cialdini is the seminal expert in the rapidly expanding field of influence and persuasion. His thirty-five years of rigorous, evidence-based research along with a three-year program of study on what moves people to change behavior has resulted in this highly acclaimed book.",149,2006
283,Hyperion,9780553283686,"On the world called Hyperion, beyond the law of the Hegemony of Man, there waits the creature called the Shrike. There are those who worship it. There are those who fear it. And there are those who have vowed to destroy it. In the Valley of the Time Tombs, where huge, brooding structures move backward through time, the Shrike waits for them all. On the eve of Armageddon, with the entire galaxy at war, seven pilgrims set forth on a final voyage to Hyperion seeking the answers to the unsolved riddles of their lives. Each carries a desperate hope—and a terrible secret. And one may hold the fate of humanity in his hands.",150,1990
284,Just Kids,9780066211312,"In Just Kids, Patti Smith's first book of prose, the legendary American artist offers a never-before-seen glimpse of her remarkable relationship with photographer Robert Mapplethorpe in the epochal days of New York City and the Chelsea Hotel in the late sixties and seventies. An honest and moving story of youth and friendship, Smith brings the same unique, lyrical quality to Just Kids as she has to the rest of her formidable body of work--from her influential 1975 album Horses to her visual art and poetry.",135,2010
285,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",9780241294222,Could psychedelic drugs change our worldview? One of America's most admired writers takes us on a mind-altering journey to the frontiers of human consciousness,151,2018
286,"Guns, Germs, and Steel: The Fates of Human Societies",9780739467350,"""Diamond has written a book of remarkable scope ... one of the most important and readable works on the human past published in recent years.""",152,2005
287,Wild: From Lost to Found on the Pacific Crest Trail,9780307592736,An alternate cover for this ISBN can be found here.,34,2012
288,12 Rules for Life: An Antidote to Chaos,9780345816023,What does everyone in the modern world need to know? Renowned psychologist Jordan B. Peterson's answer to this most difficult of questions uniquely combines the hard-won truths of ancient tradition with the stunning revelations of cutting-edge scientific research.,153,2018
289,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,9780743291477,"Avoiding shellfish was easy. The stoning of adulterers proved a little more difficult - and potentially controversial. Was it enough to walk up to an adulterer and gently touch them with a stone? Even that could be grounds for accusations of assault, especially with female adulterers in Manhattan. So what's a good Bible-reading boy to do?",2,2007
290,Divergent,9780062024039,"In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself.",154,2012
291,The Lord of the Rings,,"One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them",155,2005
292,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,9780062300546,"Hillbilly Elegy is a passionate and personal analysis of a culture in crisis—that of white working-class Americans. The disintegration of this group, a process that has been slowly occurring now for more than forty years, has been reported with growing frequency and alarm, but has never before been written about as searingly from the inside. J. D. Vance tells the true story of what a social, regional, and class decline feels like when you were born with it hung around your neck.",83,2016
293,Quiet: The Power of Introverts in a World That Can't Stop Talking,9780307352149,The book that started the Quiet Revolution,156,2012
294,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",9780393355628,A New York Times bestseller—the outrageous exploits of one of this century's greatest scientific minds and a legendary American original.,157,2018
295,Talking to Strangers: What We Should Know About the People We Don’t Know,9780316478526,"Malcolm Gladwell, host of the podcast Revisionist History and author of the #1 New York Times bestseller Outliers, offers a powerful examination of our interactions with strangers -- and why they often go wrong.",46,2019
296,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,9780743269513,"When Stephen Covey first released The Seven Habits of Highly Effective People, the book became an instant rage because people suddenly got up and took notice that their lives were headed off in the wrong direction; and more than that, they realized that there were so many simple things they could do in order to navigate their life correctly. This book was wonderful education for people, education in how to live life effectively and get closer to the ideal of being a ‘success’ in life.",106,2004
297,القرآن الكريم,,"The Quran (English pronunciation: /kɔrˈɑːn/; Arabic: القرآن al-qurʾān, IPA: [qurˈʔaːn], literally meaning ""the recitation""), also transliterated Qur'an, Koran, Al-Coran, Coran, Kur'an, and Al-Qur'an, is the central religious text of Islam, which Muslims believe to be the verbatim word of God (Arabic: الله, Allah).",158,650
298,Twisted Love,,"He has a heart of ice...but for her, he'd burn the world.",158,2021
299,"The Lion, the Witch and the Wardrobe",,"Narnia… the land beyond the wardrobe door, a secret place frozen in eternal winter, a magical country waiting to be set free.",159,2005
300,"Jesus, Interrupted: Revealing the Hidden Contradictions in the Bible & Why We Don't Know About Them",9780061173936,"Picking up where Bible expert Bart Ehrman's New York Times bestseller Misquoting Jesus left off, Jesus, Interrupted addresses the larger issue of what the New Testament actually teaches—& it's not what most people think. Here Ehrman reveals what scholars have unearthed:",160,2009
301,Jesus and John Wayne: How White Evangelicals Corrupted a Faith and Fractured a Nation,9781631495731,A scholar of American Christianity presents a seventy-five-year history of evangelicalism that identifies the forces that have turned Donald Trump into a hero of the Religious Right.,161,2020
302,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",9780062301239,"Elon Musk, the entrepreneur and innovator behind SpaceX, Tesla, and SolarCity, sold one of his internet companies, PayPal, for $1.5 billion. Ashlee Vance captures the full spectacle and arc of the genius's life and work, from his tumultuous upbringing in South Africa and flight to the United States to his dramatic technical innovations and entrepreneurial pursuits. Vance uses Musk's story to explore one of the pressing questions of our age: can the nation of inventors and creators who led the modern world for a century still compete in an age of fierce global competition? He argues that Musk is an amalgam of legendary inventors and industrialists including Thomas Edison, Henry Ford, Howard Hughes, and Steve Jobs. More than any other entrepreneur today, Musk has dedicated his energies and his own vast fortune to inventing a future that is as rich and far-reaching as the visionaries of the golden age of science-fiction fantasy",135,2015
303,Red Rising,,"""I live for the dream that my children will be born free,"" she says. ""That they will be what they like. That they will own the land their father gave them.""",113,2014
304,Caste: The Origins of Our Discontents,9780593230251,"The Pulitzer Prize–winning, bestselling author of The Warmth of Other Suns examines the unspoken caste system that has shaped America and shows how our lives today are still defined by a hierarchy of human divisions.",10,2020
305,Harry Potter and the Cursed Child: Parts One and Two,,"The eighth story, nineteen years later...",162,2016
306,Cinder,,"Humans and androids crowd the raucous streets of New Beijing. A deadly plague ravages the population. From space, a ruthless Lunar people watch, waiting to make their move. No one knows that Earth’s fate hinges on one girl. . . . Cinder, a gifted mechanic, is a cyborg.",163,2012
307,"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth",,"By melding love, science, and religion into a primer on personal growth, M. Scott Peck launched his highly successful writing and lecturing career with this book. Even to this day, Peck remains at the forefront of spiritual psychology as a result of The Road Less Traveled. In the era of I'm OK, You're OK, Peck was courageous enough to suggest that ""life is difficult"" and personal growth is a ""complex, arduous and lifelong task."" His willingness to expose his own life stories as well as to share the intimate stories of his anonymous therapy clients creates a compelling and heartfelt narrative.",2,1978
308,Harry Potter and the Deathly Hallows,,"Harry has been burdened with a dark, dangerous and seemingly impossible task: that of locating and destroying Voldemort's remaining Horcruxes. Never has Harry felt so alone, or faced a future so full of shadows. But Harry must somehow find within himself the strength to complete the task he has been given. He must leave the warmth, safety and companionship of The Burrow and follow without fear or hesitation the inexorable path laid out for him...",164,2007
309,The Holy Bible: King James Version,,An Award or Presentation Bible in the King James Version: ideal as a gift or to keep,158,2008
310,Ready Player One,9780307887436,Librarian's note: An alternate cover edition can be found here,12,2011
311,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,9780593470831,"In the 1920s, the richest people per capita in the world were members of the Osage Nation in Oklahoma. After oil was discovered beneath their land, the Osage rode in chauffeured automobiles, built mansions, and sent their children to study in Europe.",13,2023
